"season","mean_mp","mean_fiber","mean_fratment","mean_microbead","se_mp","se_fiber","se_fratment","se_microbead"
"spring",10.0277777777778,8.36111111111111,1.63888888888889,0,1.91961471001882,1.98785998037772,0.798311710612833,0
"summer",8.27777777777778,6.63888888888889,1.44444444444444,0.194444444444444,1.93628674250648,1.58840041331393,0.772544753930409,0.401386485959743
